No.	RunId	SampleId	ExperimentId	StudyId	Country	LineageByKvarQ	FastqR1	FastqR2	ResToAMK	ResToBDQ	ResToCFZ	ResToCPM	ResToCS	ResToDLM	ResToEMB	ResToETA	ResToINH	ResToKM	ResToLEV	ResToLZD	ResToMOX	ResToOFX	ResToPAS	ResToPNB	ResToPTH	ResToPZA	ResToRBT	ResToRIF	ResToSM
281	ERR13230769	ERS16430696	ERX12601518	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/069/ERR13230769/ERR13230769_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/069/ERR13230769/ERR13230769_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
282	ERR13230770	ERS16430697	ERX12601519	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/070/ERR13230770/ERR13230770_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/070/ERR13230770/ERR13230770_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
283	ERR13230771	ERS16430698	ERX12601520	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/071/ERR13230771/ERR13230771_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/071/ERR13230771/ERR13230771_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
284	ERR13265837	ERS16430699	ERX12636226	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/037/ERR13265837/ERR13265837_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/037/ERR13265837/ERR13265837_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
285	ERR13265845	ERS16430700	ERX12636234	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/045/ERR13265845/ERR13265845_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/045/ERR13265845/ERR13265845_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
286	ERR13230773	ERS16430701	ERX12601522	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/073/ERR13230773/ERR13230773_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/073/ERR13230773/ERR13230773_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
287	ERR13230774	ERS16430702	ERX12601523	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/074/ERR13230774/ERR13230774_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/074/ERR13230774/ERR13230774_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
288	ERR13296462	ERS16430703	ERX12667324	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/062/ERR13296462/ERR13296462_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/062/ERR13296462/ERR13296462_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
289	ERR13230779	ERS16430704	ERX12601528	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/079/ERR13230779/ERR13230779_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/079/ERR13230779/ERR13230779_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
290	ERR13230780	ERS16430705	ERX12601529	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13230780/ERR13230780_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13230780/ERR13230780_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
291	ERR13265954	ERS16430706	ERX12636343	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/054/ERR13265954/ERR13265954_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/054/ERR13265954/ERR13265954_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
292	ERR13231203	ERS16430707	ERX12601952	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/003/ERR13231203/ERR13231203_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/003/ERR13231203/ERR13231203_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
293	ERR13231248	ERS16430708	ERX12601997	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/048/ERR13231248/ERR13231248_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/048/ERR13231248/ERR13231248_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
294	ERR13231249	ERS16430709	ERX12601998	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13231249/ERR13231249_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13231249/ERR13231249_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
295	ERR13231250	ERS16430710	ERX12601999	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/050/ERR13231250/ERR13231250_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/050/ERR13231250/ERR13231250_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
296	ERR13231252	ERS16430711	ERX12602001	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/052/ERR13231252/ERR13231252_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/052/ERR13231252/ERR13231252_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
297	ERR13266131	ERS16430712	ERX12636557	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/031/ERR13266131/ERR13266131_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/031/ERR13266131/ERR13266131_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
298	ERR13266221	ERS16430713	ERX12636647	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/021/ERR13266221/ERR13266221_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/021/ERR13266221/ERR13266221_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
299	ERR13231266	ERS16430714	ERX12602015	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13231266/ERR13231266_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13231266/ERR13231266_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
300	ERR13231268	ERS16430715	ERX12602017	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/068/ERR13231268/ERR13231268_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/068/ERR13231268/ERR13231268_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
301	ERR13231270	ERS16430716	ERX12602019	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/070/ERR13231270/ERR13231270_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/070/ERR13231270/ERR13231270_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
302	ERR13231272	ERS16430717	ERX12602021	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/072/ERR13231272/ERR13231272_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/072/ERR13231272/ERR13231272_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
303	ERR13231273	ERS16430718	ERX12602022	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/073/ERR13231273/ERR13231273_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/073/ERR13231273/ERR13231273_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
304	ERR13231280	ERS16430719	ERX12602029	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13231280/ERR13231280_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13231280/ERR13231280_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
305	ERR13231294	ERS16430720	ERX12602043	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/094/ERR13231294/ERR13231294_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/094/ERR13231294/ERR13231294_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
306	ERR13231295	ERS16430721	ERX12602044	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/095/ERR13231295/ERR13231295_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/095/ERR13231295/ERR13231295_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
307	ERR13266238	ERS16430722	ERX12636664	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/038/ERR13266238/ERR13266238_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/038/ERR13266238/ERR13266238_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
308	ERR13231297	ERS16430723	ERX12602046	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/097/ERR13231297/ERR13231297_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/097/ERR13231297/ERR13231297_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
309	ERR13231298	ERS16430724	ERX12602047	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/098/ERR13231298/ERR13231298_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/098/ERR13231298/ERR13231298_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
310	ERR13231299	ERS16430725	ERX12602048	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/099/ERR13231299/ERR13231299_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/099/ERR13231299/ERR13231299_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
311	ERR13231300	ERS16430726	ERX12602049	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/000/ERR13231300/ERR13231300_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/000/ERR13231300/ERR13231300_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
312	ERR13231301	ERS16430727	ERX12602050	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/001/ERR13231301/ERR13231301_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/001/ERR13231301/ERR13231301_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
313	ERR13232375	ERS16430728	ERX12603124	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/075/ERR13232375/ERR13232375_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/075/ERR13232375/ERR13232375_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
314	ERR13232376	ERS16430729	ERX12603125	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/076/ERR13232376/ERR13232376_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/076/ERR13232376/ERR13232376_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
315	ERR13232377	ERS16430730	ERX12603126	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/077/ERR13232377/ERR13232377_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/077/ERR13232377/ERR13232377_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
316	ERR13232474	ERS16430731	ERX12603223	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/074/ERR13232474/ERR13232474_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/074/ERR13232474/ERR13232474_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
317	ERR13232475	ERS16430732	ERX12603224	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/075/ERR13232475/ERR13232475_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/075/ERR13232475/ERR13232475_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	False	False	False	NA	False	False	False	NA	False	False	False	False	False
318	ERR13232476	ERS16430733	ERX12603225	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/076/ERR13232476/ERR13232476_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/076/ERR13232476/ERR13232476_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	True	True	True	True
319	ERR13232477	ERS16430734	ERX12603226	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/077/ERR13232477/ERR13232477_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/077/ERR13232477/ERR13232477_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	False	True	True
320	ERR13232478	ERS16430735	ERX12603227	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/078/ERR13232478/ERR13232478_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/078/ERR13232478/ERR13232478_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	True	NA	False	True	False	NA	False	True	True	True	False
321	ERR13232479	ERS16430736	ERX12603228	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/079/ERR13232479/ERR13232479_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/079/ERR13232479/ERR13232479_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	True	NA	False	False	False	True	True
322	ERR13232480	ERS16430737	ERX12603229	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13232480/ERR13232480_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13232480/ERR13232480_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
323	ERR13232481	ERS16430738	ERX12603230	ERP151439	Korea	L1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/081/ERR13232481/ERR13232481_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/081/ERR13232481/ERR13232481_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	True
324	ERR13232509	ERS16430739	ERX12603258	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/009/ERR13232509/ERR13232509_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/009/ERR13232509/ERR13232509_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	True	NA	True	True	True	NA	False	True	True	True	True
325	ERR13232510	ERS16430740	ERX12603259	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/010/ERR13232510/ERR13232510_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/010/ERR13232510/ERR13232510_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	True	True	True	False
326	ERR13232607	ERS16430741	ERX12603356	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/007/ERR13232607/ERR13232607_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/007/ERR13232607/ERR13232607_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	True	False	True	False
327	ERR13232608	ERS16430742	ERX12603357	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/008/ERR13232608/ERR13232608_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/008/ERR13232608/ERR13232608_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
328	ERR13232609	ERS16430743	ERX12603358	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/009/ERR13232609/ERR13232609_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/009/ERR13232609/ERR13232609_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	True	NA	False	True	True	True	False
329	ERR13232610	ERS16430744	ERX12603359	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/010/ERR13232610/ERR13232610_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/010/ERR13232610/ERR13232610_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	False	False	True	True
330	ERR13232611	ERS16430745	ERX12603360	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/011/ERR13232611/ERR13232611_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/011/ERR13232611/ERR13232611_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	True	NA	False	False	True	True	False
331	ERR13232612	ERS16430746	ERX12603361	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/012/ERR13232612/ERR13232612_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/012/ERR13232612/ERR13232612_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	True	NA	False	True	True	True	True
332	ERR13232613	ERS16430747	ERX12603362	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/013/ERR13232613/ERR13232613_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/013/ERR13232613/ERR13232613_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	True
333	ERR13232614	ERS16430748	ERX12603363	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/014/ERR13232614/ERR13232614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/014/ERR13232614/ERR13232614_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
334	ERR13232724	ERS16430749	ERX12603473	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/024/ERR13232724/ERR13232724_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/024/ERR13232724/ERR13232724_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	False	False	True	False
335	ERR13232725	ERS16430750	ERX12603474	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/025/ERR13232725/ERR13232725_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/025/ERR13232725/ERR13232725_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	True	False	True	True	False
336	ERR13266252	ERS16430751	ERX12636678	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/052/ERR13266252/ERR13266252_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/052/ERR13266252/ERR13266252_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
337	ERR13266290	ERS16430752	ERX12636716	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/090/ERR13266290/ERR13266290_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/090/ERR13266290/ERR13266290_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	True	NA	False	False	False	True	False
338	ERR13232726	ERS16430753	ERX12603475	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/026/ERR13232726/ERR13232726_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/026/ERR13232726/ERR13232726_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
339	ERR13266299	ERS16430754	ERX12636725	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/099/ERR13266299/ERR13266299_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/099/ERR13266299/ERR13266299_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	True
340	ERR13232757	ERS16430755	ERX12603506	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/057/ERR13232757/ERR13232757_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/057/ERR13232757/ERR13232757_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
341	ERR13232758	ERS16430756	ERX12603507	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/058/ERR13232758/ERR13232758_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/058/ERR13232758/ERR13232758_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
342	ERR13232759	ERS16430757	ERX12603508	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/059/ERR13232759/ERR13232759_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/059/ERR13232759/ERR13232759_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	True	NA	True	False	False	True	True
343	ERR13232760	ERS16430758	ERX12603509	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/060/ERR13232760/ERR13232760_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/060/ERR13232760/ERR13232760_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
344	ERR13232761	ERS16430759	ERX12603510	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/061/ERR13232761/ERR13232761_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/061/ERR13232761/ERR13232761_2.fastq.gz	False	NA	NA	False	False	NA	True	NA	True	False	False	NA	False	False	False	NA	False	True	True	True	False
345	ERR13232762	ERS16430760	ERX12603511	ERP151439	Korea	L4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/062/ERR13232762/ERR13232762_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/062/ERR13232762/ERR13232762_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
346	ERR13232763	ERS16430761	ERX12603512	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/063/ERR13232763/ERR13232763_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/063/ERR13232763/ERR13232763_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
347	ERR13266344	ERS16430762	ERX12636770	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/044/ERR13266344/ERR13266344_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/044/ERR13266344/ERR13266344_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	True
348	ERR13235264	ERS16430763	ERX12606013	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/064/ERR13235264/ERR13235264_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/064/ERR13235264/ERR13235264_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	True
349	ERR13235265	ERS16430764	ERX12606014	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/065/ERR13235265/ERR13235265_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/065/ERR13235265/ERR13235265_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	True
350	ERR13237766	ERS16430765	ERX12608515	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13237766/ERR13237766_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13237766/ERR13237766_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	False	NA	False	False	False	NA	False	False	True	True	False
351	ERR13237767	ERS16430766	ERX12608516	ERP151439	Korea	L2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/067/ERR13237767/ERR13237767_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/067/ERR13237767/ERR13237767_2.fastq.gz	False	NA	NA	False	False	NA	False	NA	True	False	True	NA	True	True	False	NA	False	True	True	True	False
